,idno,formid,form_model,title,nation,year_start,year_end,repositoryid,repo_title,created,changed,varcount,total_views,authoring_entity,total_downloads,rank,type,id,url,link_da,Unnamed: 0,Category
227,UNHCR_CMR_2020_CBI_PDM_v2.1,3,licensed,East and North Post-Distribution Monitoring of Cash-Based Intervention – December 2020,Cameroon,2020,2021,WA,West and Central Africa,2021-12-14T19:28:25+01:00,2021-12-14T19:33:24+01:00,177,2453,UNHCR,60,1,survey,585,https://microdata.unhcr.org/index.php/catalog/585,,,
228,UNHCR_CMR_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Cameroon,2020,2020,WA,West and Central Africa,2021-10-12T22:33:01+02:00,2021-10-12T22:33:01+02:00,106,2392,UNHCR,65,1,survey,540,https://microdata.unhcr.org/index.php/catalog/540,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
229,UNHCR_CMR_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",Cameroon,2020,2020,WA,West and Central Africa,2021-10-12T20:41:37+02:00,2021-10-12T20:41:37+02:00,101,2209,UNHCR,79,1,survey,527,https://microdata.unhcr.org/index.php/catalog/527,,219.0,Energy Monitoring Framework Survey
230,UNHCR_TCD_2020_PDM_Metadata,3,licensed,Food and Cash Assistance Post-Distribution Monitoring in Refugee Camps - Dec 2020,Chad,2020,2020,WA,West and Central Africa,2021-09-02T22:21:37+02:00,2021-10-04T22:16:42+02:00,345,3739,"UNHCR, WFP",114,1,survey,482,https://microdata.unhcr.org/index.php/catalog/482,,193.0,Post-Distribution Monitoring of Cash-Based Interventions
231,UNHCR_TCD_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Chad,2020,2020,WA,West and Central Africa,2021-10-12T22:35:10+02:00,2021-10-12T22:35:10+02:00,106,2557,UNHCR,78,1,survey,556,https://microdata.unhcr.org/index.php/catalog/556,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
232,UNHCR_TCD_2020_Prot_Monitoring_v2.1,3,licensed,Lake Province: Protection Incidents Monitoring - 2020,Chad,2020,2020,WA,West and Central Africa,2021-11-17T19:25:31+01:00,2021-11-17T19:31:58+01:00,37,1110,UNHCR,57,1,survey,563,https://microdata.unhcr.org/index.php/catalog/563,,223.0,Protection Monitoring
233,UNHCR_TCD_GORE_2020_WASH_v2.1,3,licensed,"Water, Sanitation and Hygiene (WASH) KAP - GORE 2020",Chad,2020,2020,WA,West and Central Africa,2023-04-04T12:47:41+02:00,2023-04-05T08:33:23+02:00,110,7,UNHCR,0,1,survey,896,https://microdata.unhcr.org/index.php/catalog/896,,,
234,UNHCR_COL_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Colombia,2020,2020,SA,Americas,2021-06-10T09:59:27+02:00,2021-06-10T09:59:27+02:00,586,5796,UNHCR,56,1,survey,440,https://microdata.unhcr.org/index.php/catalog/440,,160.0,High Frequency Survey
235,UNHCR_2020_RBAC_HELPAGE_v2.1,3,licensed,"Regional Assessment on the Situation and Needs of Older Persons on the Move in the Americas, 2020","Colombia, Ecuador, El Salvador, Honduras, Peru",2020,2020,SA,Americas,2021-09-22T23:49:15+02:00,2021-09-22T23:58:48+02:00,276,2389,"HelpAge International, UNHCR",61,1,survey,507,https://microdata.unhcr.org/index.php/catalog/507,,207.0,Assessment on the Situation and Needs of Older Persons on the Move
236,UNHCR_COD_Ituri_2020_CBI_PDM_Metadata,3,licensed,Ituri Post-Distribution Monitoring for Cash-Based Intervention - 2020,Congo (Democratic Republic of the),2020,2020,SAO,Southern Africa,2021-09-03T19:35:00+02:00,2021-10-04T22:28:39+02:00,260,4481,UNHCR,69,1,survey,483,https://microdata.unhcr.org/index.php/catalog/483,,194.0,Post-Distribution Monitoring of Cash-Based Interventions
237,UNHCR_COD_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Congo (Democratic Republic of the),2020,2020,SAO,Southern Africa,2021-10-12T22:33:09+02:00,2021-10-12T22:33:09+02:00,106,2761,UNHCR,63,1,survey,541,https://microdata.unhcr.org/index.php/catalog/541,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
238,UNHCR_CRI_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Costa Rica,2020,2020,SA,Americas,2021-10-12T22:33:17+02:00,2021-10-12T22:33:17+02:00,106,2302,UNHCR,51,1,survey,542,https://microdata.unhcr.org/index.php/catalog/542,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
239,UNHCR_DJI_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Djibouti,2020,2020,EHA,East and Horn of Africa,2021-10-12T22:33:25+02:00,2021-10-12T22:33:25+02:00,106,2865,UNHCR,88,1,survey,543,https://microdata.unhcr.org/index.php/catalog/543,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
240,UNHCR_DOM_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Dominican Republic,2020,2020,SA,Americas,2021-06-10T13:40:40+02:00,2021-06-10T13:40:40+02:00,587,4709,UNHCR,48,1,survey,441,https://microdata.unhcr.org/index.php/catalog/441,,160.0,High Frequency Survey
241,UNHCR_ECU_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Ecuador,2020,2020,SA,Americas,2021-06-10T13:39:36+02:00,2021-06-10T13:39:36+02:00,586,5127,UNHCR,45,1,survey,442,https://microdata.unhcr.org/index.php/catalog/442,,160.0,High Frequency Survey
242,UNHCR_GHA_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Ghana,2020,2020,WA,West and Central Africa,2021-10-12T22:33:33+02:00,2021-10-12T22:33:33+02:00,106,1999,UNHCR,69,1,survey,544,https://microdata.unhcr.org/index.php/catalog/544,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
243,UNHCR_GTM_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Guatemala,2020,2020,SA,Americas,2021-06-10T09:57:58+02:00,2021-06-10T09:57:58+02:00,586,3660,UNHCR,53,1,survey,443,https://microdata.unhcr.org/index.php/catalog/443,,160.0,High Frequency Survey
244,UNHCR_IND_2020_SEI_COVID_v2.1,3,licensed,"Socio-economic study of impact of corona virus pandemic on refugees and asylum seekers, 2020",India,2020,2020,ASIA,Asia Pacific,2020-11-02T16:18:40+01:00,2020-11-02T16:23:15+01:00,123,33,"UNHCR, BOSCO",0,1,survey,276,https://microdata.unhcr.org/index.php/catalog/276,,77.0,Assessment of the Socio-economic impact of COVID-19
245,UNHCR_IDN_2020_CBI_PDM_Q4_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, December 2020",Indonesia,2020,2020,ASIA,Asia Pacific,2021-10-03T10:36:50+02:00,2021-10-03T10:36:56+02:00,149,2694,UNHCR,191,1,survey,519,https://microdata.unhcr.org/index.php/catalog/519,,212.0,Post-Distribution Monitoring of Cash-Based Interventions
246,UNHCR_IRQ_2020_MI_SULI_v2.1,3,licensed,"Movement Intention Survey in Sulaymaniyah Camps, 2020",Iraq,2020,2020,MENA,Middle East and North Africa,2022-12-20T05:23:57+01:00,2022-12-20T05:23:57+01:00,82,393,UNHCR,0,1,survey,821,https://microdata.unhcr.org/index.php/catalog/821,,,
247,UNHCR_JOR_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Jordan,2020,2020,MENA,Middle East and North Africa,2021-10-12T22:33:42+02:00,2021-10-12T22:33:42+02:00,106,2543,UNHCR,112,1,survey,545,https://microdata.unhcr.org/index.php/catalog/545,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
248,UNHCR_JOR_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",Jordan,2020,2020,MENA,Middle East and North Africa,2021-10-12T20:41:45+02:00,2021-10-12T20:41:45+02:00,101,2187,UNHCR,81,1,survey,528,https://microdata.unhcr.org/index.php/catalog/528,,219.0,Energy Monitoring Framework Survey
249,UNHCR_KEN_2020_PDM_CBI_KALOBEYEI_v2.1,3,licensed,"Post Distribution Monitoring Survey in Kalobeyei Settlement, March 2020",Kenya,2020,2020,EHA,East and Horn of Africa,2020-06-28T11:10:29+02:00,2020-09-23T10:24:43+02:00,147,4388,UNHCR,490,1,survey,242,https://microdata.unhcr.org/index.php/catalog/242,,60.0,Post-Distribution Monitoring of Cash-Based Interventions
250,UNHCR_KEN_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Kenya,2020,2020,EHA,East and Horn of Africa,2021-10-12T22:33:50+02:00,2021-10-12T22:33:50+02:00,106,2776,UNHCR,75,1,survey,546,https://microdata.unhcr.org/index.php/catalog/546,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
251,UNHCR_LBN_2020_VASYR_v2.1,3,licensed,"Vulnerability Assessment of Syrian Refugees in Lebanon, 2020",Lebanon,2020,2020,MENA,Middle East and North Africa,2021-01-26T15:06:46+01:00,2021-01-26T15:06:53+01:00,747,29935,"UNHCR, UNICEF, WFP",3966,1,survey,286,https://microdata.unhcr.org/index.php/catalog/286,,87.0,Vulnerability Assessment of Syrian Refugees (VASYR)
252,UNHCR_LBN_COVID_2020_v2.1,3,licensed,"COVID19 Refugee Household Monitoring, 2020",Lebanon,2020,2020,MENA,Middle East and North Africa,2020-06-23T14:17:58+02:00,2020-06-23T14:21:22+02:00,452,18454,UNHCR,662,1,survey,238,https://microdata.unhcr.org/index.php/catalog/238,,57.0,COVID19 Refugee Household Monitoring
253,UNHCR_LBN_2020_VARON_v2.1,3,licensed,Vulnerability Assessment of Refugees of Other Nationalities - 2020,Lebanon,2020,2020,MENA,Middle East and North Africa,2021-10-12T15:54:24+02:00,2021-10-12T15:59:52+02:00,728,7600,"UNHCR, WFP",148,1,survey,525,https://microdata.unhcr.org/index.php/catalog/525,,218.0,Vulnerability Assessment of Refugees of Other Nationalities
254,UNHCR_LBN_2020_MEED_WAVE3_SYR_v2.1,3,licensed,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 3 (SYR) 2020",Lebanon,2020,2020,MENA,Middle East and North Africa,2021-04-09T11:32:56+02:00,2021-04-09T14:08:48+02:00,55,1749,UNHCR,230,1,survey,305,https://microdata.unhcr.org/index.php/catalog/305,,101.0,Monitoring of the Effects of Economic Deterioration on Refugee Households
255,UNHCR_LBN_2020_MEED_WAVE3_RON_v2.1,3,licensed,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 3 (RON) 2020",Lebanon,2020,2020,MENA,Middle East and North Africa,2021-04-09T11:27:25+02:00,2021-04-09T14:08:39+02:00,55,1594,UNHCR,193,1,survey,304,https://microdata.unhcr.org/index.php/catalog/304,,100.0,Monitoring of the Effects of Economic Deterioration on Refugee Households
256,UNHCR_MWI_2020_CBI_PDM_v2.1,3,licensed,Dzaleka refugee camp - Post Distribution Monitoring for Cash-Based Intervention - 2020,Malawi,2020,2020,SAO,Southern Africa,2021-02-19T20:22:15+01:00,2021-02-23T20:06:04+01:00,148,4405,UNHCR,182,1,survey,295,https://microdata.unhcr.org/index.php/catalog/295,,95.0,Post-Distribution Monitoring of Cash-Based Interventions
257,UNHCR_MWI_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Malawi,2020,2020,SAO,Southern Africa,2021-10-12T22:34:14+02:00,2021-10-12T22:34:14+02:00,106,2402,UNHCR,101,1,survey,549,https://microdata.unhcr.org/index.php/catalog/549,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
258,UNHCR_MLI_2020_CBI_PDM_v2.1,3,licensed,Post-Distribution Monitoring of Cash-Based Interventions – Apr 2020,Mali,2020,2020,WA,West and Central Africa,2021-12-14T20:45:19+01:00,2021-12-14T20:48:01+01:00,297,2124,UNHCR,31,1,survey,586,https://microdata.unhcr.org/index.php/catalog/586,,,
259,UNHCR_MLI_CBI_PDM_DEC_2020_v2.1,3,licensed,Cash-Based Interventions Post-Distribution Monitoring - DEC 2020,Mali,2020,2021,WA,West and Central Africa,2023-01-06T00:05:14+01:00,2023-01-06T00:05:14+01:00,0,127,UNHCR,15,1,survey,830,https://microdata.unhcr.org/index.php/catalog/830,,,
260,UNHCR_MRT_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Mauritania,2020,2020,MENA,Middle East and North Africa,2021-10-12T22:34:06+02:00,2021-10-12T22:34:06+02:00,106,2040,UNHCR,58,1,survey,548,https://microdata.unhcr.org/index.php/catalog/548,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
261,UNHCR_MAR_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Morocco,2020,2020,MENA,Middle East and North Africa,2021-10-12T22:33:58+02:00,2021-10-12T22:33:58+02:00,106,2316,UNHCR,63,1,survey,547,https://microdata.unhcr.org/index.php/catalog/547,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
262,UNHCR_NAM_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Namibia,2020,2020,SAO,Southern Africa,2021-10-12T22:34:22+02:00,2021-10-12T22:34:22+02:00,106,1930,UNHCR,52,1,survey,550,https://microdata.unhcr.org/index.php/catalog/550,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
263,UNHCR_NER_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Niger,2020,2020,WA,West and Central Africa,2021-10-12T22:34:29+02:00,2021-10-12T22:34:29+02:00,106,2184,UNHCR,65,1,survey,551,https://microdata.unhcr.org/index.php/catalog/551,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
264,UNHCR_NER_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",Niger,2020,2020,WA,West and Central Africa,2021-10-12T20:41:52+02:00,2021-10-12T20:41:52+02:00,101,1929,UNHCR,43,1,survey,529,https://microdata.unhcr.org/index.php/catalog/529,,219.0,Energy Monitoring Framework Survey
265,UNHCR_NER_2020_IDPReg_Tillaberi,3,licensed,Tillaberi IDP enrolment - May-Oct 2020,Niger,2020,2020,WA,West and Central Africa,2021-06-11T22:16:34+02:00,2021-06-11T22:17:49+02:00,56,1236,"UNHCR, Government of Niger",168,1,survey,455,https://microdata.unhcr.org/index.php/catalog/455,,,
266,UNHCR_NER_2020_IDPReg_Maradi,3,licensed,Maradi IDP enrolment - Apr-Sep 2020,Niger,2020,2020,WA,West and Central Africa,2021-06-11T22:15:16+02:00,2021-06-11T22:16:11+02:00,51,1161,"UNHCR, Government of Niger",0,1,survey,454,https://microdata.unhcr.org/index.php/catalog/454,,,
267,UNHCR_NER_2020_IDPReg_Tahoua,3,licensed,Tahoua IDP enrolment - Apr-May 2020,Niger,2020,2020,WA,West and Central Africa,2021-06-11T22:07:49+02:00,2021-06-11T22:08:46+02:00,48,935,"UNHCR, Government of Niger",0,1,survey,452,https://microdata.unhcr.org/index.php/catalog/452,,,
268,UNHCR_NGA_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Nigeria,2020,2020,WA,West and Central Africa,2021-10-12T22:34:37+02:00,2021-10-12T22:34:37+02:00,106,2691,UNHCR,92,1,survey,552,https://microdata.unhcr.org/index.php/catalog/552,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
269,UNHCR_PAK_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, November 2020",Pakistan,2020,2020,ASIA,Asia Pacific,2021-06-12T01:14:37+02:00,2021-06-30T18:19:37+02:00,153,2697,UNHCR,169,1,survey,458,https://microdata.unhcr.org/index.php/catalog/458,,169.0,Post-Distribution Monitoring of Cash-Based Interventions
270,UNHCR_PAN_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Panama,2020,2020,SA,Americas,2021-06-10T09:58:15+02:00,2021-06-10T09:58:15+02:00,586,4241,UNHCR,60,1,survey,444,https://microdata.unhcr.org/index.php/catalog/444,,160.0,High Frequency Survey
271,UNHCR_PAN_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Panama,2020,2020,SA,Americas,2021-10-12T22:34:45+02:00,2021-10-12T22:34:45+02:00,106,2469,UNHCR,63,1,survey,553,https://microdata.unhcr.org/index.php/catalog/553,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
272,UNHCR_PER_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Peru,2020,2020,SA,Americas,2021-06-10T09:58:31+02:00,2021-06-10T09:58:31+02:00,586,4135,UNHCR,44,1,survey,445,https://microdata.unhcr.org/index.php/catalog/445,,160.0,High Frequency Survey
273,UNHCR_TZA_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",Tanzania (United Republic of),2020,2020,EHA,East and Horn of Africa,2021-10-12T20:42:16+02:00,2021-10-12T20:42:16+02:00,101,2634,UNHCR,74,1,survey,532,https://microdata.unhcr.org/index.php/catalog/532,,219.0,Energy Monitoring Framework Survey
274,UNHCR_RWA_2020_JPDMNA_v2.1,3,licensed,"Joint UNHCR/WFP Post Distribution Monitoring - December, 2020",Rwanda,2020,2020,EHA,East and Horn of Africa,2021-08-03T17:25:35+02:00,2023-03-16T09:30:57+01:00,543,4530,"UNHCR, WFP",265,1,survey,478,https://microdata.unhcr.org/index.php/catalog/478,,,
275,UNHCR_RWA_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",Rwanda,2020,2020,EHA,East and Horn of Africa,2021-10-12T20:42:00+02:00,2021-10-12T20:42:00+02:00,101,2036,UNHCR,59,1,survey,530,https://microdata.unhcr.org/index.php/catalog/530,,219.0,Energy Monitoring Framework Survey
276,UNHCR_SRB_2020_CBI_PDM_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Interventions, July 2020",Serbia,2020,2020,EURO,Europe,2021-04-26T13:41:11+02:00,2021-06-30T16:34:22+02:00,75,1870,UNHCR,112,1,survey,381,https://microdata.unhcr.org/index.php/catalog/381,,109.0,Post-Distribution Monitoring of Cash-Based Interventions
277,UNHCR_SOM_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Somalia,2020,2020,EHA,East and Horn of Africa,2021-10-12T22:34:53+02:00,2021-10-12T22:34:53+02:00,106,2480,UNHCR,76,1,survey,554,https://microdata.unhcr.org/index.php/catalog/554,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
278,UNHCR_SSD_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",South Sudan,2020,2020,EHA,East and Horn of Africa,2021-10-12T20:42:08+02:00,2021-10-12T20:42:08+02:00,101,2116,UNHCR,44,1,survey,531,https://microdata.unhcr.org/index.php/catalog/531,,219.0,Energy Monitoring Framework Survey
279,UNHCR_JIPS_SDN_2021_PBFProfiling_v2.1,3,licensed,"Peacebuilding Fund Durable Solution Analysis Survey - Darfur, 2020-2021, IDP returnees, IDPs, non-displaced and nomad profiling in Darfur",Sudan,2020,2021,EHA,East and Horn of Africa,2021-09-23T22:23:04+02:00,2021-10-06T19:34:18+02:00,199,3726,"UNHCR, UNDP, IOM, UNICEF, UN-HABITAT, FAO, JIPS",19664,1,survey,509,https://microdata.unhcr.org/index.php/catalog/509,,209.0,Peacebuilding Fund Durable Solution Analysis Survey
280,UNHCR_UGA_2020_RGA_v2.1,3,licensed,Interagency Rapid Gender Analysis Household Survey - 2020,Uganda,2020,2020,EHA,East and Horn of Africa,2021-06-11T13:44:29+02:00,2021-06-11T13:48:20+02:00,287,3006,UNHCR,185,1,survey,446,https://microdata.unhcr.org/index.php/catalog/446,,161.0,Rapid Gender Assessment
281,UNHCR_UGA_2020_PDM_NFI_v1.0,3,licensed,"Post Distribution Monitoring of Non-Food Items - Menstrual Hygiene Management Kits, 2020",Uganda,2020,2020,EHA,East and Horn of Africa,2021-03-26T12:04:15+01:00,2021-03-26T12:07:33+01:00,143,2842,UNHCR,115,1,survey,303,https://microdata.unhcr.org/index.php/catalog/303,,99.0,Post Distribution Monitoring of Non-Food Items
282,UNHCR_UGA_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",Uganda,2020,2020,EHA,East and Horn of Africa,2021-10-12T20:42:23+02:00,2021-10-12T20:42:23+02:00,101,2183,UNHCR,71,1,survey,533,https://microdata.unhcr.org/index.php/catalog/533,,219.0,Energy Monitoring Framework Survey
283,UNHCR_UGA_2020_PDM_Soap_v2.1,3,licensed,"Post-Distribution Monitoring of Non-Food Items - Soap, 2020",Uganda,2020,2020,EHA,East and Horn of Africa,2021-06-30T13:23:14+02:00,2021-06-30T13:29:11+02:00,44,1166,UNHCR,110,1,survey,474,https://microdata.unhcr.org/index.php/catalog/474,,185.0,Post Distribution Monitoring of Non-Food Items
284,UNHCR_UKR_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Ukraine,2020,2020,EURO,Europe,2021-10-12T22:35:18+02:00,2021-10-12T22:35:18+02:00,106,2680,UNHCR,84,1,survey,557,https://microdata.unhcr.org/index.php/catalog/557,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
285,UNHCR_UKR_2020_PDM_CBI_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, 2020",Ukraine,2020,2020,EURO,Europe,2021-06-17T11:06:42+02:00,2021-06-17T11:26:09+02:00,89,1440,UNHCR,113,1,survey,463,https://microdata.unhcr.org/index.php/catalog/463,,,
286,UNHCR_YEM_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",Yemen,2020,2020,MENA,Middle East and North Africa,2021-10-12T20:42:30+02:00,2021-10-12T20:42:30+02:00,101,1975,UNHCR,66,1,survey,534,https://microdata.unhcr.org/index.php/catalog/534,,219.0,Energy Monitoring Framework Survey
287,UNHCR_ZMB_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Zambia,2020,2020,SAO,Southern Africa,2021-10-12T22:35:33+02:00,2021-10-12T22:35:33+02:00,106,9888,UNHCR,88,1,survey,559,https://microdata.unhcr.org/index.php/catalog/559,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
288,UNHCRWFP_ZMB_2020_JNA_v2.1,3,licensed,Joint WFP/UNHCR Needs Assessment Mantapala Settlement - 2020,Zambia,2020,2020,SAO,Southern Africa,2022-10-18T09:05:55+02:00,2022-10-18T09:05:55+02:00,510,1467,"UNHCR, WFP",17,1,survey,779,https://microdata.unhcr.org/index.php/catalog/779,,,
289,UNHCR_ZWE_2020_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2020",Zimbabwe,2020,2020,SAO,Southern Africa,2021-10-12T22:35:41+02:00,2021-10-12T22:35:41+02:00,106,3501,UNHCR,122,1,survey,560,https://microdata.unhcr.org/index.php/catalog/560,,220.0,Livelihoods Programme Monitoring Beneficiary Survey
290,UNHCR_ZWE_2020_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2020",Zimbabwe,2020,2020,SAO,Southern Africa,2021-10-12T20:42:38+02:00,2021-10-12T20:42:38+02:00,101,2144,UNHCR,53,1,survey,535,https://microdata.unhcr.org/index.php/catalog/535,,219.0,Energy Monitoring Framework Survey
